id,user,brewery,name,abv,rating,style,country,drink_country,drink_city,drink_datetime,"notes",creation_datetime,last_updated,country_iso,brew_with,brew_year,tags
15100,1,Coors,Batch 19,5.5,1,Premium Lager,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15101,1,Dogfish Head,Chicory Stout,5.2,2.3,Stout,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,chicory;coffee;st. john's wort;licorice;flower
15102,1,Lagunitas,A Little Sumin' Sumin' Ale,8.74,2.6,IPA,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15103,1,Victory,Headwaters Pale Ale,5.1,2.7,American Pale Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15104,1,Captain Lawrence,Liquid Gold,6,2.6,Belgian Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15105,1,Saranac,White IPA,6,2.6,IPA,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15106,1,Saranac,Irish Stout,5.5,2.3,Dry Stout,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15107,1,Saranac,Red IPA,6,2.4,IPA,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15108,1,Captain Lawrence,Captain Kölsch,5.5,2,Kölsch,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15109,1,Unibroue,Don de Dieu,9,3.9,Belgian Strong Ale,Canada,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,ca,,,
15110,1,Widmer Brothers,Columbia Commons,4.7,2,California Common,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15111,1,Widmer Brothers,Brrr Season Ale,7.2,2.4,Amber Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15112,1,Great Divide,Nomad,5.4,1.8,Pilsener,USA,USA,Ithaca,2013-03-01,"Too...floral?",15:54.5,15:54.5,us,,,
15113,1,Three Heads,Loopy Oatmeal Red Ale,6.6,2.9,Amber Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15114,1,Middle Ages,Black Heart Stout,6.6,2.7,Sweet Stout,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15115,1,Harpoon,Director's Cut,6.3,3.6,Stout,USA,USA,Ithaca,2013-03-01,"Harpoon 100 Barrel Series #45",15:54.5,15:54.5,us,,,
15116,1,Captain Lawrence,Freshchester Pale Ale,5.6,2.5,American Pale Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15117,1,Stone,Lukcy Basartd,9.2,2.7,American Strong Ale,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15118,1,Great Divide,Claymore Scotch Ale,7.7,3.4,Scotch Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15119,1,Great Divide,Orabelle,8.3,3.4,Abbey Tripel,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15120,1,Great Divide,Hades,7.8,3.4,Belgian Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15121,1,Great Divide,Samurai,5.1,0.9,Golden Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15122,1,Great Divide,Heracles,10,3.5,Double IPA,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15123,1,Unibroue,La Terrible,10.5,3.5,Belgian Strong Ale,Canada,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,ca,,,
15124,1,Dogfish Head,My Antonia,7.5,1.9,Imperial Pils,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15125,1,Portobello,Market Porter,4.6,2.4,Porter,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15126,1,Fuller's,Vintage Ale 1999,8.5,3.1,English Strong Ale,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15127,1,The Kernel,Imperial Brown Stout,9.8,3.9,Imperial Stout,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15128,1,The Kernel,Citra IPA,6.2,3.5,IPA,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15129,1,Camden Town,Camden Hells Lager,4.8,1.9,Dortmunder,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15130,1,Meantime,London Stout,4.5,3.4,Schwarzbier,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15131,1,Ellezelloise,Hercule Stout,9,4.1,Imperial Stout,Belgium,England,London,2013-03-01,"",15:54.5,15:54.5,be,,,
15132,1,West,Hefeweizen,5.2,1.6,Hefeweizen,Scotland,Scotland,Glasgow,2013-03-01,"Scotland brew",15:54.5,15:54.5,gb,,,
15133,1,Stewart,Edinburgh Gold,4.8,2.7,Golden Ale,Scotland,Scotland,Edinburgh,2013-03-01,"",15:54.5,15:54.5,gb,,,
15134,1,BrewDog,Punk IPA,5.6,3.4,IPA,Scotland,Scotland,Glasgow,2013-03-01,"",15:54.5,15:54.5,gb,,,
15135,1,BrewDog,Tokyo*,18.2,4,Imperial Stout,Scotland,Scotland,Edinburgh,2013-03-01,"18%ABV",15:54.5,15:54.5,gb,,,
15136,1,BrewDog,Tactical Nuclear Penguin,32,3.2,Imperial Stout,Scotland,Scotland,Edinburgh,2013-03-01,"32%ABV, tasted kind of like flat coke and whisky",15:54.5,15:54.5,gb,,,
15243,1,Surly,Furious,6.2,2.5,IPA,USA,USA,Minneapolis,2013-06-01,"",15:54.6,15:54.6,us,,,
15137,1,BrewDog,Cocoa Psycho,10,3.7,Imperial Stout,Scotland,Scotland,Edinburgh,2013-03-01,"'dark cocoa and then... pepperoni!' - Bjorn",15:54.5,15:54.5,gb,,,coffee;cacao
15138,1,BrewDog,Hello My Name Is Ingrid,8.2,2.5,Double IPA,Scotland,Scotland,Edinburgh,2013-03-01,"Tastes like cotton candy",15:54.5,15:54.5,gb,,,
15139,1,Orkney,Dark Island,4.6,3.3,Old Ale,Scotland,Scotland,Edinburgh,2013-03-01,"",15:54.5,15:54.5,gb,,,
15140,1,Titanic,Cappuccino Stout,4.5,1.2,Stout,England,Scotland,Balloch,2013-03-01,"",15:54.5,15:54.5,gb,,,coffee
15141,1,Adnams Southwold,Kristal White,4.2,1.3,Wheat Ale,England,Scotland,Balloch,2013-03-01,"",15:54.5,15:54.5,gb,,,
15142,1,Fyne Ales,Chip 71,5,2.4,Bitter,Scotland,Scotland,Glasgow,2013-03-01,"",15:54.5,15:54.5,gb,,,
15143,1,Rochefort,Trappistes 10,11.3,2.5,Quadrupel,Belgium,England,London,2013-03-01,"",15:54.5,15:54.5,be,,,
15144,1,Meantime,Wheat,5,3.3,Hefeweizen,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15145,1,Tap East,IPA Stoned,5.2,3.3,IPA,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15146,1,London Fields,Hackney Hopster,4.7,3.4,American Pale Ale,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15147,1,BrewDog,Lichtenstein Pale Ale,5.2,3.9,American Pale Ale,Scotland,England,London,2013-03-01,"From the Tate Modern, in honor of Roy Lichtenstein",15:54.5,15:54.5,gb,,,
15148,1,Redemption ,Urban Dusk,4.6,1.8,Premium Bitter,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15149,1,Wychwood,King Goblin,6.6,2.7,English Strong Ale,England,England,London,2013-03-01,"",15:54.5,15:54.5,gb,,,
15150,1,Southern Tier,Live,5.5,3.3,American Pale Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15151,1,Breckenridge,Oatmeal Stout,4.95,1.7,Stout,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,oatmeal
15152,1,Lagunitas,WTF Ale,7.83,3.2,Brown Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15153,1,Great Lakes,Burning River,6,2.5,American Pale Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15154,1,Stone,Pale Ale,5.4,2.6,American Pale Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15155,1,Blue Moon,Proximity,8.5,2.4,Fruit Beer,USA,USA,Ithaca,2013-03-01,"Tastes like wine",15:54.5,15:54.5,us,,,grape
15156,1,Dogfish Head,Burton Baton,10,3.5,Double IPA,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,wood-aged
15157,1,Ommegang,Rare Vos,6.5,4.2,Belgian Ale,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15158,1,Victory,Golden Monkey,9.5,4.2,Abbey Tripel,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
15159,1,Green Flash,Hop Head Red,7,2.6,Amber Ale,USA,USA,Berkeley,2013-08-01,"",15:54.5,15:54.5,us,,,
15160,1,Magic Hat,Elder Betty,5.5,1.3,Wheat Ale,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15161,1,Dogfish Head,Hellhound On My Ale,10,2.7,Double IPA,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15162,1,Sierra Nevada,Bigfoot 2011,9.6,1.2,Barley Wine,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15163,1,Ommegang,Gnomegang,9.5,3.9,Belgian Strong Ale,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15164,1,Southern Tier,Back Burner,10,1.9,Barley Wine,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15165,1,Samuel Smith's,Oatmeal Stout,5,2.1,Stout,England,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,gb,,,oatmeal
15166,1,Ommegang,BPA,6.2,0.9,Belgian Ale,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15167,1,Breckenridge,471,9.2,2.4,Double IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15168,1,Smuttynose,Gravitation,11.5,2.5,Quadrupel,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15169,1,Dogfish Head,Olde School,15.04,0.8,Barley Wine,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,fig;date
15170,1,Great Divide,Colette,7.3,2.9,Saison,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15171,1,Great Divide,Hoss,6.2,1.3,Oktoberfest,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15172,1,Shock Top,End of the World Midnight Wheat,6,0.3,Spice,USA,USA,Ithaca,2013-04-01,"Shock Top is InBev...no wonder",15:54.6,15:54.6,us,,,cacao
15173,1,Shock Top,Honeycrisp Apple,5.2,3.4,Fruit Beer,USA,USA,Ithaca,2013-04-01,"Tastes more like cider",15:54.6,15:54.6,us,,,apple
15174,1,Redhook,Mudslinger,5.8,1.9,Brown Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15175,1,Shipyard,IPA,5.8,2.4,IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15176,1,Blue Moon,Valencia Amber Ale,5.9,2.4,Amber Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15177,1,Elysian,Bifrost Winter,7.6,2.1,American Strong Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15178,1,Breckenridge,Pandora's Bock,7.5,2.3,Dunkler Bock,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15179,1,Firestone Walker,Union Jack IPA,7.5,3.9,IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15180,1,Ithaca,Excelsior! White Gold,8,2.5,Belgian Strong Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15181,1,Goose Island,Summertime,4.7,2.4,Kölsch,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15182,1,Great Lakes,Commodore Perry,7.5,2.5,IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15183,1,Ommegang,Art of Darkness,8.9,3.1,Belgian Strong Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15184,1,Elysian,Bête Blanche,7.5,3.1,Abbey Tripel,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15185,1,Elysian,The Immortal IPA,6.21,2.4,IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15186,1,Cisco,Whale Tale Pale Ale,5.6,3.5,English Pale Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15187,1,Victory,Storm King Stout,9.1,3.3,Imperial Stout,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15188,1,City Steam,Innocence,6,1.8,IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15189,1,Brooklyn,Sorachi Ace,7.6,3.6,Saison,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15190,1,Red Stripe,Bottle,4.7,1.6,Pale Lager,Jamaica,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,jm,,,
15191,1,Ithaca,Cascazilla,7,2.3,Amber Ale,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15192,1,Three Heads,The Kind IPA,6.8,3.3,IPA,USA,USA,Ithaca,2013-04-01,"",15:54.6,15:54.6,us,,,
15193,1,Firestone Walker,Solace,4.8,3.9,Wheat Ale,USA,USA,Berkeley,2013-09-01,"",15:54.6,15:54.6,us,,,
15194,1,Sierra Nevada,Kellerweis Hefeweizen,4.8,2.6,Hefeweizen,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15195,1,North Coast,Brother Thelonious,9.4,2.5,Belgian Strong Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15196,1,Victory,Hop Wallop,8.5,2.3,Double IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15197,1,HeBrew,Genesis Ale,5.6,2.1,Amber Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15198,1,Anderson Valley,Heelch O'Hops,8.7,1.2,Double IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15199,1,Victory,Swing Session Saison,4.5,2,Saison,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15200,1,Victory,V12,5,2.2,Belgian Strong Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15201,1,Left Hand,Milk Stout,6,2.5,Sweet Stout,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,milk
15202,1,Mission,Dark Seas,10.5,3.3,Imperial Stout,USA,USA,Berkeley,2013-08-01,"",15:54.6,15:54.6,us,,,
15203,1,Stoudt's,Triple,9,1.3,Abbey Tripel,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15204,1,Left Hand,Milk Stout Nitro,6,3.3,Sweet Stout,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,milk;nitro
15205,1,Ninkasi,Oatis Oatmeal Stout,7.2,2.3,Sweet Stout,USA,USA,Berkeley,2013-08-01,"",15:54.6,15:54.6,us,,,oatmeal
15206,1,Widmer Brothers,Alchemy Ale,5.8,2.4,American Pale Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15207,1,Pyramid,Outburst Imperial IPA,8.5,2.7,Double IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15208,1,Left Hand,Good Juju,4.5,1.9,Spice,USA,USA,Ithaca,2013-05-01,"Ginger",15:54.6,15:54.6,us,,,ginger
15209,1,Guinness,Black Lager,4.5,1.4,Schwarzbier,Ireland,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,ie,,,
15210,1,Heavy Seas,Peg Leg,8,2.4,Imperial Stout,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15211,1,Brooklyn,Black Chocolate Stout,10,1.7,Imperial Stout,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,cacao
15212,1,North Coast,Red Seal Ale,5.5,1.9,American Pale Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15213,1,Rogue,Imperial IPA,9.5,3.1,Double IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15214,1,Harpoon,Leviathan,10,3.7,Double IPA,USA,USA,Ithaca,2013-05-01,"500th!",15:54.6,15:54.6,us,,,
15215,1,Left Hand,Sawtooth Ale,5.3,2.6,Premium Bitter,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15216,1,Victory,Yakima Glory,8.7,2.1,Black IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15217,1,Southern Tier,2X Steam,8,2.4,California Common,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15218,1,Bandwagon Brewpub,Hidden Rabbit,4.2,2.7,Golden Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15219,1,Bacchus,Blonde Ale,5,0.6,Golden Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15220,1,Elysian,Loser,7,2.9,American Pale Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15221,1,Unibroue,Eau Bénite,7.7,2.7,Abbey Tripel,Canada,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,ca,,,
15222,1,Ithaca,Flower Power,7.5,3.1,IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15223,1,Unibroue,17,10,4.2,Belgian Strong Ale,Canada,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,ca,,,
15224,1,Genesee,Cream Ale,5.1,1.9,Cream Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15225,1,North Coast,Acme IPA,6.9,2.9,IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15226,1,Left Hand,Stranger,5,2.5,American Pale Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15227,1,Tröegs,Dream Weaver,5.9,4.2,Hefeweizen,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15228,1,Tröegs,Troegenator,8.2,3.8,Doppelbock,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15229,1,Weyerbacher,Insanity,11.1,3.4,Barley Wine,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15230,1,Heavy Seas,Small Craft Warning,7,3.1,Imperial Pils,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15231,1,Orkney,Skull Splitter,8.5,2,Scotch Ale,Scotland,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,gb,,,
15232,1,Atwater,Teufel,10.9,2.7,Weizen Bock,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15233,1,Great Lakes,Lake Erie Monster,9.1,2.5,Double IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15234,1,Great Divide,18th Anniversary Wood Aged Double IPA,10,3.4,Double IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15235,1,Left Hand,400 Pound Monkey,6.7,2.1,IPA,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15236,1,Great Divide,Oak Aged Yeti Imperial Stout ,9.5,3.3,Imperial Stout,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,barrel-aged
15237,1,Westmalle,Dubbel,7,2.5,Abbey Dubbel,Belgium,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,be,,,
15238,1,Weyerbacher,Merry Monks,9.3,1.1,Abbey Tripel,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15239,1,Peak Organic,Summer Session Ale,5,1.9,Wheat Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15240,1,Victory,Summer Love,5.2,2.2,Golden Ale,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15241,1,Sixpoint,Apollo,8.5,2.2,Kristallweizen,USA,USA,Ithaca,2013-05-01,"",15:54.6,15:54.6,us,,,
15242,1,Tallgrass,Buffalo Sweat,5,2.4,Sweet Stout,USA,USA,Eden Prairie,2013-06-01,"",15:54.6,15:54.6,us,,,
15244,1,Fulton,Insurrection Double IPA,8.9,2.4,Double IPA,USA,USA,Minneapolis,2013-06-01,"",15:54.6,15:54.6,us,,,
15245,1,Deschutes,Chainbreaker White IPA,5.6,3.3,IPA,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15246,1,Deschutes,Mirror Pond Pale Ale,5,2.6,American Pale Ale,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15247,1,Elysian,Zephyrus Pilsner,4.44,2.9,Pilsener,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15248,1,Elysian,Konishiki Imperial IPA,8,3.7,Double IPA,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15249,1,Elysian,Space Dust,7.2,2.6,IPA,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15250,1,Elysian,Dragonstooth Stout,7.45,2.1,Foreign Stout,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15251,1,Silver City,Ziggy Zoggy,5,0.9,Zwickel,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15252,1,Chuckanut,Kolsch,5,1.5,Kölsch,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15253,1,Warsteiner,Oktoberfest,5.9,0.8,Oktoberfest,Germany,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,de,,,
15254,1,Deschutes,Inversion IPA,6.8,2.4,IPA,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15255,1,Deschutes,Obsidian Stout,6.4,2.6,Stout,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15256,1,Odin,Thor's Equinox,9,4.2,Belgian Strong Ale,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15257,1,Deschutes,Black Butte Porter,5.2,2.7,Porter,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15258,1,Mac and Jack's,African Amber Ale,5.2,2.6,Amber Ale,USA,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,us,,,
15259,1,Big Rock,Rosmarinus Aromatic Ale,5,1.3,Traditional Ale,Canada,Canada,Vancouver,2013-06-01,"Rosemary, wtf.",15:54.6,15:54.6,ca,,,rosemary
15260,1,Whistler,Whiskey Jack,5,2.4,Amber Ale,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15261,1,Whistler,Powder Mountain Lager,5,1.9,Premium Lager,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15262,1,Phillip's,Blue Buck,5,1.8,English Pale Ale,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15263,1,Granville Island,Cloak and Dagger Cascadian Dark Ale,6.25,2.5,Black IPA,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15264,1,Granville Island,Ginja,5.5,2.2,Spice,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,ginger
15265,1,Granville Island,Robson Street Hefeweizen,5,2.2,Hefeweizen,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15266,1,Granville Island,Brockton IPA,6,2.5,IPA,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15267,1,Granville Island,English Bay Pale Ale,5,2.3,English Pale Ale,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15268,1,Granville Island,Island Lager,5,2.5,Pale Lager,Canada,Canada,Vancouver,2013-06-01,"",15:54.6,15:54.6,ca,,,
15269,1,Granville Island,Kitsilano Maple Cream Ale,5,2.4,Amber Ale,Canada,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,ca,,,maple
15270,1,Tecate,,4.5,1.4,Pale Lager,Mexico,USA,Seattle,2013-06-01,"",15:54.6,15:54.6,mx,,,
15271,1,Rohozec Skalák,Tmavé 13°,5.5,2.3,Dunkel,Czech Republic,China,Shanghai,2013-06-01,"",15:54.6,15:54.6,cz,,,
15272,1,Vyškovské,Džbán,4.5,2.7,Pilsener,Czech Republic,China,Shanghai,2013-06-01,"",15:54.6,15:54.6,cz,,,
15273,1,Vyškovské,Řezák,5,2.2,Polotmavý,Czech Republic,China,Shanghai,2013-06-01,"Technically the style 'Polotmavý', but that's pretty meaningless since it's only Czech",15:54.6,15:54.6,cz,,,
15274,1,Mikkeller,Tripel,9,2.7,Abbey Tripel,Denmark,China,Shanghai,2013-06-01,"",15:54.6,15:54.6,dk,,,
15275,1,John Bull,Premium Ale,4.8,2.3,Premium Bitter,England,China,Shanghai,2013-06-01,"",15:54.6,15:54.6,gb,,,
15276,1,Rogue,Mocha Porter,5.3,2.5,Porter,USA,China,Shanghai,2013-06-01,"",15:54.6,15:54.6,us,,,coffee
15277,1,Mikkeller,The American Dream,4.6,2.7,Premium Lager,Denmark,China,Shanghai,2013-06-01,"'Pant A'?",15:54.6,15:54.6,dk,,,
15278,1,Mikkeller,1000 IBU Ultramate,4.9,2.9,American Pale Ale,Denmark,China,Shanghai,2013-06-01,"Sooo fucking bitter",15:54.6,15:54.6,dk,,,
15279,1,The Brew,Pils,4.9,2.7,Pilsener,China,China,Shanghai,2013-06-01,"",15:54.6,15:54.6,cn,,,
15280,1,Wusu,,3.5,1.3,Pale Lager,China,China,Urumqi,2013-07-01,"Weird, almost fruity taste",15:54.6,15:54.6,cn,,,
15281,1,Naale,Lan'ao,3.5,0.8,Pale Lager,China,China,Urumqi,2013-07-01,"蓝奥",15:54.6,15:54.6,cn,,,
15282,1,Bestly,Black Beer,4.9,0.8,Vienna,China,China,Urumqi,2013-07-01,"",15:54.6,15:54.6,cn,,,
15283,1,Naale,Blue Diamond Black Beer,3.7,0.6,Vienna,China,China,Urumqi,2013-07-01,"",15:54.6,15:54.6,cn,,,
15284,1,Lanying,Chun Beer,3.5,0.6,Pale Lager,China,China,Urumqi,2013-07-01,"",15:54.6,15:54.6,cn,,,
15285,1,Naale,Pineapple Beer,3.3,1.3,Fruit Beer,China,China,Urumqi,2013-07-01,"",15:54.6,15:54.6,cn,,,pineapple
15286,1,Белый Медведь,Unfiltered,4.7,3.2,Wheat Ale,Russia,Kazakhstan,Almaty,2013-07-01,"Not totally sure on the type?",15:54.6,15:54.6,ru,,,
15287,1,Пятый Океан,Живое,5,2.8,Pale Lager,Russia,Kazakhstan,Almaty,2013-07-01,"Not sure on type",15:54.6,15:54.6,ru,,,
15288,1,Шымкент,,4.5,2.6,Pilsener,Kazakhstan,Kazakhstan,Almaty,2013-07-01,"",15:54.6,15:54.6,kz,,,
